72.17,83.22,89.40,96.83,107.22,116.21,123.69,139.39,145.34,154.87,164.10,173.25,181.40,190.91,194.59,202.07,207.47,208.41,212.72,210.60,208.81,210.77,215.63,219.62,227.69,235.76,251.80,253.60,259.20,261.70,259.70,256.53,251.03,249.44,238.20,234.36,224.88,219.15,214.60,207.34,202.67,196.16,190.55,184.86,181.16,174.18,171.81,162.83,155.62,147.65,141.23,128.72
76.30,88.12,94.07,102.73,115.45,122.04,132.20,145.91,153.40,165.22,172.74,184.72,193.05,201.56,207.18,211.54,219.10,217.22,223.32,221.04,217.71,217.47,225.04,228.45,236.86,247.95,265.35,264.92,271.18,275.27,272.30,270.60,264.78,263.23,255.37,246.16,239.05,233.08,227.38,220.64,213.59,208.66,202.01,195.60,192.61,185.22,178.84,173.05,165.42,156.25,148.39,136.12
77.99,89.89,97.62,106.23,116.50,124.62,131.22,146.26,154.16,165.60,173.83,183.85,192.94,199.90,203.96,212.79,216.59,219.53,221.92,221.24,213.46,217.35,222.99,230.05,237.01,250.14,262.41,265.88,272.88,277.36,276.32,272.41,267.42,267.38,257.84,247.82,241.50,238.32,231.32,222.09,218.56,209.98,205.88,196.84,194.58,185.91,183.70,174.16,167.04,158.15,148.00,135.82
73.44,83.74,89.55,97.62,107.33,114.93,122.92,136.24,144.22,152.49,162.00,171.73,179.49,186.81,192.28,197.89,202.83,204.71,207.04,203.55,201.65,203.48,208.83,213.34,221.47,233.19,249.23,251.22,257.24,260.54,260.02,258.87,255.29,250.43,244.50,235.31,230.54,223.66,217.71,211.93,206.07,201.07,194.99,188.96,184.36,177.05,172.70,165.85,158.49,151.21,142.79,129.76
76.28,87.10,93.34,98.49,109.04,117.99,126.85,138.84,146.82,157.61,164.54,174.80,181.99,190.10,196.21,202.28,206.23,207.97,209.98,208.79,203.23,207.14,212.49,219.22,226.04,239.46,254.69,256.05,263.18,268.79,268.51,265.48,260.43,261.27,249.84,242.03,235.72,230.49,224.32,217.00,212.13,205.83,199.02,191.85,187.45,182.02,177.49,168.36,161.72,153.94,145.17,134.71
76.03,84.90,92.20,99.61,110.35,118.85,127.56,139.70,149.25,158.42,165.46,174.15,183.13,190.01,195.49,203.96,206.40,209.54,212.53,210.49,203.42,206.62,213.21,219.18,228.40,241.14,258.16,255.88,265.20,269.40,268.81,264.15,261.85,262.38,249.62,243.29,238.30,230.49,227.73,218.26,213.88,204.79,198.16,193.26,190.03,183.10,177.41,171.23,164.20,156.24,145.34,133.75
71.17,80.71,86.28,94.67,103.41,110.65,118.71,131.73,139.52,147.61,157.00,165.08,173.81,180.01,185.43,189.19,195.36,198.21,199.53,196.88,193.40,195.97,201.53,208.08,216.67,227.02,240.88,246.08,251.83,255.34,255.83,253.31,248.36,248.07,238.80,232.24,226.50,220.52,214.29,209.76,203.71,198.22,190.07,184.94,181.47,174.47,171.40,163.11,156.16,148.33,140.36,126.73
75.82,86.35,94.20,101.79,110.15,117.59,126.32,140.69,149.04,157.29,167.34,176.92,184.57,191.08,197.63,201.53,206.19,210.34,211.86,209.06,205.77,208.86,212.93,220.29,228.48,239.03,256.34,261.45,266.51,270.47,269.71,268.08,264.46,261.93,254.92,247.31,240.26,234.65,227.38,223.58,217.68,210.84,203.11,196.24,192.40,185.26,181.65,174.16,166.05,157.89,150.07,136.70
74.73,85.16,93.65,99.82,108.08,119.07,125.87,139.27,147.68,156.01,166.48,175.84,183.74,190.08,196.98,202.09,206.89,208.00,211.46,209.32,203.34,205.35,211.95,216.67,225.87,238.65,254.50,258.06,265.22,267.60,267.40,265.48,262.15,258.47,251.53,244.17,237.08,231.87,226.81,219.16,213.04,205.57,199.40,192.85,190.72,184.10,178.68,172.00,165.72,157.11,147.85,134.35
40.61,45.69,49.65,53.04,59.17,64.41,67.19,75.96,81.39,88.62,95.82,102.39,109.12,115.88,120.81,128.41,135.33,135.83,139.78,136.88,131.24,129.62,131.89,132.91,139.98,149.91,156.20,165.49,167.36,169.37,170.48,173.22,168.01,167.36,161.19,157.00,152.84,147.23,143.69,139.29,135.07,133.26,128.00,126.57,124.35,121.20,117.17,115.62,114.02,105.00,97.27,87.46
71.85,83.73,90.69,98.09,105.48,114.54,122.30,136.42,142.71,152.74,161.25,170.21,177.73,184.32,190.47,197.02,200.88,202.87,203.63,202.73,197.74,199.92,204.92,211.05,218.55,230.67,247.39,251.05,257.13,259.86,262.61,259.88,258.01,257.00,247.43,239.51,234.14,228.25,223.91,216.52,213.04,206.49,197.91,192.26,188.56,181.47,178.31,170.06,164.94,155.42,148.07,134.48
71.17,80.92,86.95,95.13,103.59,111.49,119.75,133.65,141.29,150.63,160.21,167.74,175.87,182.39,188.13,194.10,198.13,199.90,201.06,199.42,195.25,198.31,202.54,209.31,216.60,228.22,244.84,249.07,254.92,256.96,258.28,256.85,254.28,251.01,246.01,239.48,231.31,225.32,220.20,214.39,209.33,202.24,196.31,190.52,184.04,179.01,176.01,168.88,162.05,153.45,146.56,131.64
73.54,83.02,89.32,97.62,105.12,114.28,121.30,134.27,141.48,150.16,159.18,166.48,175.07,180.89,186.27,191.44,194.54,196.54,198.22,194.55,192.04,193.68,199.49,206.87,213.94,225.50,243.37,247.63,254.96,258.23,259.38,257.41,255.16,252.05,247.04,240.43,233.46,226.28,221.71,217.83,212.25,206.50,199.09,193.71,188.85,182.44,179.01,172.19,165.56,157.31,149.08,136.40
79.08,90.44,95.21,104.17,113.32,124.08,130.00,145.77,151.92,163.03,172.53,181.52,189.45,196.90,203.11,208.34,209.90,216.12,216.09,214.58,209.48,212.85,217.09,222.95,232.96,246.00,262.77,266.83,274.85,279.61,281.26,277.89,275.07,274.78,263.87,260.74,253.88,245.09,241.17,233.49,229.87,221.33,215.59,210.24,204.30,198.07,195.04,188.69,180.62,172.66,163.38,150.99
68.12,78.29,84.96,92.11,99.01,107.34,114.02,127.42,135.15,143.27,152.07,159.68,166.88,172.41,177.79,182.73,186.60,188.37,187.88,186.00,183.81,184.78,189.86,196.73,204.06,213.51,230.78,234.20,241.53,243.08,243.74,243.23,240.19,238.16,233.77,227.11,220.15,214.46,209.83,205.81,200.85,193.66,187.95,182.48,178.90,174.43,170.07,164.35,157.89,150.08,142.27,130.48
69.26,80.23,84.15,91.92,101.08,108.75,117.46,128.02,135.38,144.97,153.42,160.38,168.67,176.30,181.37,184.09,188.41,190.28,191.46,190.80,185.54,186.69,193.79,196.96,206.31,217.25,233.99,235.03,242.84,247.27,246.56,242.61,241.01,241.66,234.92,228.00,223.01,216.68,214.72,204.62,200.96,195.83,189.62,182.78,178.73,174.75,171.94,165.05,158.11,150.23,142.95,130.77
74.09,84.34,91.44,97.99,106.83,116.97,123.98,135.56,145.80,154.20,163.48,171.98,178.81,185.00,191.76,194.49,201.12,203.49,204.53,202.81,196.70,197.67,206.01,211.81,218.91,228.69,245.20,250.42,255.41,262.02,260.51,257.78,257.58,257.42,248.60,241.13,234.97,231.04,225.36,220.62,214.13,206.53,201.72,196.02,191.05,188.00,182.00,175.87,167.74,159.42,151.00,139.86
76.49,87.28,94.13,101.55,111.04,120.33,128.04,141.87,149.89,157.88,168.44,177.13,186.20,191.40,196.94,201.09,207.69,208.63,210.84,207.51,204.36,207.63,211.70,220.32,227.92,239.40,258.50,262.34,269.68,274.64,275.31,274.05,270.78,268.32,262.62,254.62,247.31,241.63,237.23,230.24,225.41,218.96,212.29,205.77,201.73,196.31,192.21,185.22,177.61,171.03,160.95,147.28
78.45,88.53,96.18,104.31,113.53,121.38,127.14,143.84,150.63,159.62,168.55,178.00,186.60,192.63,198.22,203.34,207.39,208.89,213.18,209.68,205.83,207.71,214.03,221.78,230.29,242.00,260.57,263.82,273.56,276.70,278.02,273.91,273.13,273.56,263.59,256.32,250.00,244.53,241.60,232.82,226.98,219.32,213.53,210.44,204.20,199.12,195.13,187.84,181.37,172.35,162.36,150.10
79.48,89.81,96.93,104.00,113.85,121.62,128.69,143.57,150.71,159.01,169.25,178.49,186.08,191.85,198.25,202.07,206.02,209.35,211.18,208.94,203.33,206.06,211.97,219.40,227.61,241.09,257.62,263.08,270.14,273.24,274.18,273.00,269.67,268.63,260.86,256.12,247.70,241.47,236.70,231.94,225.46,220.11,212.51,206.65,201.56,195.97,191.76,184.25,179.00,170.00,160.90,146.71
79.25,89.31,96.57,105.22,114.28,122.00,131.49,143.93,153.83,160.70,171.02,178.28,187.68,194.05,199.54,205.00,208.15,210.84,211.45,208.19,203.22,205.81,212.01,217.89,228.09,239.00,255.83,262.35,267.23,272.72,273.13,272.27,267.27,269.01,260.13,253.24,246.83,240.19,235.47,229.30,224.08,218.16,209.86,204.94,201.97,197.85,191.32,186.19,178.91,170.79,159.76,147.12
77.42,88.32,95.08,102.69,112.16,121.26,128.55,142.24,149.63,159.26,167.72,176.92,184.84,191.27,197.21,201.56,206.09,208.25,208.60,207.35,203.02,203.74,210.72,218.16,227.88,236.03,255.37,260.02,265.83,272.11,270.97,267.93,268.06,266.32,257.44,250.94,244.26,238.56,234.03,227.08,223.08,214.95,208.83,202.08,199.33,196.33,191.78,183.58,176.31,168.18,160.18,145.60
78.45,88.09,95.27,104.24,113.02,121.05,127.66,141.68,149.89,159.62,168.01,177.08,184.94,191.78,198.03,200.93,206.53,208.02,209.12,207.52,202.55,205.06,210.22,217.68,226.42,237.69,255.44,260.85,267.07,271.37,272.15,268.64,267.48,267.03,257.60,251.46,244.90,237.54,233.38,227.24,222.75,215.56,209.12,202.43,201.04,195.53,190.52,184.07,176.62,169.33,160.12,146.58
78.64,89.01,96.21,102.96,112.45,120.78,130.08,143.96,150.27,160.33,169.45,178.93,188.66,193.68,198.25,204.56,207.79,211.08,211.57,209.44,205.08,207.04,211.01,220.29,227.71,239.64,256.86,262.64,270.66,273.22,273.65,271.02,268.65,267.41,257.41,252.00,246.03,238.82,234.62,228.71,223.14,217.17,209.40,203.97,200.55,195.92,191.15,184.72,177.79,170.19,159.70,147.92
48.09,53.24,58.31,63.00,69.12,76.06,82.10,90.79,98.13,105.48,112.51,120.15,129.87,134.62,139.56,143.54,146.49,149.26,150.62,148.35,142.61,142.97,144.55,150.23,152.09,159.62,176.21,179.03,186.43,186.25,188.17,188.28,187.77,186.13,177.41,176.03,171.09,166.03,161.94,159.18,153.91,150.63,146.41,140.19,139.71,136.49,132.85,129.52,125.87,119.85,113.65,103.73
81.63,93.38,100.28,109.27,119.21,128.51,137.06,150.43,160.21,169.84,180.02,189.19,198.34,205.10,212.00,216.97,220.31,224.18,224.72,222.27,217.04,218.33,225.06,230.71,239.93,252.38,270.48,275.07,283.03,287.00,288.47,284.48,280.91,282.52,271.82,267.28,256.78,252.17,245.35,240.44,234.61,227.27,218.91,214.59,210.62,204.71,201.69,194.08,186.59,177.63,167.61,154.16
