128.19,142.44,149.79,159.55,167.72,177.10,181.89,191.09,196.24,197.67,201.79,208.02,210.28,208.89,213.36,215.87,221.35,226.99,228.37,230.22,234.14,236.33,239.17,246.59,246.43,251.72,250.57,246.01,246.20,243.30,241.34,234.35,230.56,228.83,228.62,224.96,219.01,211.81,209.65,206.63,200.82,191.70,188.04,180.94,175.10,160.65,154.43,143.18,134.62,127.63,117.28,105.68
140.73,155.76,164.78,175.65,189.41,198.28,200.81,211.12,214.52,218.58,221.78,226.74,230.05,231.39,235.87,237.84,242.10,244.39,246.66,248.34,249.18,254.92,254.20,259.56,262.35,262.19,258.85,256.89,253.62,247.49,245.39,238.52,231.14,228.63,225.62,222.70,215.11,212.04,205.78,201.38,195.56,187.97,181.47,175.56,169.54,157.95,150.57,141.77,132.92,124.89,116.42,103.08
135.83,150.81,159.21,168.47,177.28,184.76,189.00,194.43,197.02,200.73,202.42,206.46,207.12,205.88,208.97,212.44,217.44,219.66,221.05,221.71,223.06,228.40,228.60,232.13,234.03,234.97,231.71,233.11,231.62,226.42,223.65,216.69,213.69,212.85,211.90,210.07,203.67,201.26,195.60,194.37,190.38,186.75,180.03,175.64,170.74,160.38,154.95,147.26,142.14,135.00,125.60,115.69
67.60,78.77,87.69,97.05,106.37,115.85,125.00,141.82,152.71,161.11,169.76,179.30,185.61,188.86,197.06,201.80,212.13,216.59,222.41,228.25,238.21,244.18,249.61,255.33,258.60,262.99,263.14,259.01,255.81,252.20,248.16,240.75,229.93,228.83,223.45,217.27,209.88,203.84,199.11,192.09,186.32,177.20,171.35,166.60,159.14,145.26,138.00,125.96,117.72,108.12,95.34,84.53
139.20,152.16,163.78,170.11,176.79,182.43,187.49,192.21,194.29,197.09,196.64,199.18,196.06,196.09,197.20,196.82,198.91,201.06,203.16,201.08,203.90,206.41,209.80,214.03,214.01,218.41,220.13,220.48,220.24,221.24,219.02,217.04,218.05,220.84,220.48,217.18,212.60,209.65,207.80,210.00,205.39,197.91,196.96,191.45,189.18,176.53,169.01,161.60,155.00,147.56,137.79,124.04
144.01,158.52,168.69,178.37,184.07,193.93,198.21,205.18,207.51,210.04,208.63,212.98,212.85,211.54,211.78,211.94,215.36,218.08,221.29,219.43,219.94,222.52,228.53,230.36,233.36,234.18,236.36,236.58,235.78,236.48,234.78,231.51,232.12,232.41,232.25,228.41,223.29,219.20,218.23,216.81,213.83,203.16,201.56,195.60,191.46,178.40,170.30,160.45,153.29,144.92,133.96,122.09
71.61,78.79,81.30,84.02,86.73,89.81,91.84,89.05,87.82,87.37,83.15,85.62,82.13,81.32,84.01,86.61,91.40,99.20,116.40,134.85,158.00,166.09,175.03,177.41,175.96,184.91,180.50,181.79,181.55,176.14,169.46,166.01,159.70,160.21,158.93,152.41,152.00,151.16,146.01,143.56,139.31,137.77,132.98,129.02,125.22,120.54,117.69,111.68,105.91,102.30,94.70,88.96
141.44,157.69,166.02,173.83,183.20,193.28,196.16,203.08,204.07,207.15,207.29,212.76,210.05,211.04,213.43,213.71,216.42,218.76,216.93,218.59,218.08,221.92,221.78,228.69,227.13,230.71,230.60,225.66,226.50,221.47,221.78,217.20,212.12,213.78,211.40,209.39,202.25,198.70,195.17,195.13,191.51,181.33,179.51,173.44,168.12,157.19,151.65,143.54,137.23,131.24,122.29,114.23
135.64,150.38,157.89,168.40,174.96,183.97,186.04,191.60,194.83,196.76,196.42,200.38,201.61,198.00,200.08,201.20,202.89,205.46,204.62,203.53,202.31,207.29,207.13,209.47,206.60,213.62,211.62,208.93,209.38,204.35,203.25,195.92,194.76,196.08,193.98,188.11,184.18,180.71,178.18,177.90,173.62,166.37,165.32,158.90,155.67,144.22,140.00,132.97,127.88,122.41,113.44,105.30
144.36,156.71,167.45,176.39,185.01,194.03,198.08,202.25,202.92,206.65,204.16,209.35,206.90,206.41,205.73,205.73,207.87,208.22,208.43,206.79,206.65,209.27,210.79,213.81,214.11,217.49,215.84,214.54,215.78,213.04,210.24,206.40,204.47,206.61,205.76,202.85,198.52,194.88,192.84,194.16,189.86,182.44,180.31,177.34,172.80,163.62,157.49,150.36,145.17,139.27,129.03,119.07
